"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"1143","اراد49","unknown","مرابحه عام دولت4-ش.خ 0206","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-32"
"1144","استارز","unknown","ص.ج.ستاره برتر20%تادیه","unknown","ETF","خاص","مجاز-متوقف","-33"
"1145","ولراز","unknown","لیزینگ رازی","unknown","تابلو پایه زرد","خاص","مجاز","-34"
"1147","تسه9602","unknown","امتیاز تسهیلات مسکن اردیبهشت96","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-35"
"1148","ورازی","unknown","بیمه رازی","unknown","تابلو پایه نارنجی","خاص","ممنوع-متوقف","-36"
"1150","اعتلاح","unknown","ح سرمایه گذاری اعتلاء البرز","unknown","بازار دوم","خاص","مجاز","-37"
"1151","شجم","unknown","صنایع پتروشیمی تخت جمشید","unknown","تابلو پایه زرد","خاص","مجاز","-38"
"1153","ولتجار","unknown","واسپاری تجارت وسرمایه ایرانیان","unknown","تابلو پایه زرد","خاص","مجاز","-39"
"1155","نشار","unknown","کارخانجات پشمبافی افشار یزد","unknown","تابلو پایه زرد","خاص","مجاز","-40"
"1156","الماس","unknown","صندوق س.امین تدبیرگران فردا-س","unknown","ETF","عام2","مجاز","-41"
"1157","سامان","unknown","بانک سامان","unknown","تابلو پایه زرد","عام2","مجاز","-42"
"1158","تسه9605","unknown","امتیاز تسهیلات مسکن مرداد 96","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-43"
"1160","ثعتما","unknown","س. ساختمانی اعتماد گستر","unknown","تابلو پایه زرد","خاص","مجاز","-44"
"1162","ثنظام","unknown","س. ساختمانی نظام مهندسی ایران","unknown","تابلو پایه زرد","خاص","مجاز","-45"
"1165","آرمانی","unknown","ص.س.ج.فناوری آرمانی80%تادیه","unknown","ETF","عام2","ممنوع-متوقف","-46"
"1166","شستان","unknown","پتروشیمی گلستان","unknown","تابلو پایه نارنجی","خاص","ممنوع-متوقف","-47"
"1170","ثجوان","unknown","تامین مسکن جوانان","unknown","تابلو پایه زرد","خاص","مجاز","-48"
"1171","غنیلی","unknown","مجتمع تولیدی نیلی صنعت کرمان","unknown","بازار SME","خاص","مجاز","-49"
"1173","اجاد3","unknown","اجاره دولت-واجدشرایط خاص991118","unknown","اوراق با درآمد ثابت","خاص","مجاز","-50"
"1174","اجاد42","unknown","اجاره دولت-واجدشرایط خاص991224","unknown","اوراق با درآمد ثابت","خاص","مجاز","-51"
"1175","اجاد422","unknown","اجاره دولت-واجدشرایط خاص991224","unknown","اوراق با درآمد ثابت","خاص","مجاز","-52"
"1176","کصدف","unknown","کاشی صدف سرام استقلال آباده","unknown","تابلو پایه نارنجی","خاص","مجاز","-53"
"1179","وحکمت","unknown","بیمه حکمت صبا","unknown","تابلو پایه زرد","خاص","مجاز","-54"
"1180","خعمرا","unknown","توسعه و عمران شهرستان نائین","unknown","تابلو پایه زرد","خاص","مجاز","-55"
"1182","گندم2","unknown","مرابحه گندم2-واجدشرایط خاص1400","unknown","اوراق با درآمد ثابت","خاص","مجاز","-56"
"1184","ثزاگرس","unknown","سرمایه گذاری توسعه عمران زاگرس","unknown","تابلو پایه زرد","خاص","مجاز","-57"
"1185","وپسا","unknown","س. پتروشیمی ساختمان خلیج فارس","unknown","تابلو پایه زرد","خاص","مجاز","-58"
"1187","واحصا","unknown","احیاء صنایع خراسان","unknown","تابلو پایه زرد","خاص","مجاز","-59"
"1189","واحیا","unknown","م .صنایع و معادن احیاء سپاهان","unknown","تابلو پایه زرد","خاص","مجاز","-60"
"1190","سلامت6","unknown","مرابحه سلامت6واجدشرایط خاص1400","unknown","اوراق با درآمد ثابت","خاص","مجاز","-61"
"1191","خلیبل","unknown","مالیبل سایپا","unknown","تابلو پایه زرد","خاص","مجاز","-62"
"1192","سفاسی","unknown","شرکت فارسیت اهواز","unknown","تابلو پایه زرد","خاص","مجاز","-63"
"1195","اخزا604","unknown","اسنادخزانه-م4بودجه96-980820","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-64"
"1196","وسین","unknown","بیمه سینا","unknown","تابلو پایه زرد","خاص","مجاز","-65"
"1201","تشتاد","unknown","صنایع تولیدی اشتاد ایران","unknown","تابلو پایه زرد","خاص","مجاز","-66"
"1202","گکیش","unknown","توریستی ورفاهی آبادگران کیش","unknown","تابلو پایه زرد","خاص","مجاز","-67"
"1203","شرق1400","unknown","مشارکت لیزینگ ایران وشرق140010","unknown","اوراق با درآمد ثابت","خاص","مجاز","-68"
"1204","اشاد1","unknown","مشارکت دولتی1-شرایط خاص001026","unknown","اوراق با درآمد ثابت","خاص","مجاز","-69"
"1208","فافزا","unknown","فولاد افزا سپاهان","unknown","تابلو پایه زرد","خاص","مجاز","-70"
"1209","سلار","unknown","شرکت سیمان لارستان","unknown","تابلو پایه زرد","خاص","مجاز","-71"
"1210","اخزا610","unknown","اسنادخزانه-م10بودجه96-980911","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-72"
"1212","وثوق","unknown","سرمایه گذاری وثوق امین","unknown","تابلو پایه زرد","عام2","مجاز","-73"
"1213","اخزا609","unknown","اسنادخزانه-م9بودجه96-980411","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-74"
"1214","اخزا612","unknown","اسنادخزانه-م12بودجه96-981114","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-75"
"1216","اخزا615","unknown","اسنادخزانه-م15بودجه96-980820","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-76"
"1217","فماک","unknown","ماداکتو استیل کرد","unknown","بازار SME","خاص","مجاز","-77"
"1219","خودکفا","unknown","اقتصادی و خودکفایی آزادگان","unknown","تابلو پایه زرد","خاص","مجاز","-78"
"1221","تملی611","unknown","تسهیلات مسکن بانک ملی-بهمن96","unknown","تسهیلات مسکن","خاص","مجاز","-79"
"1224","غشهدابح","unknown","ح. کشت و صنعت شهداب ناب خراسان","unknown","بازار دوم","خاص","ممنوع-متوقف","-80"
"1225","کفرآور","unknown","فرآورده های سیمان شرق","unknown","تابلو پایه زرد","خاص","مجاز","-81"
"1228","افاد1","unknown","منفعت دولت-با شرایط خاص140006","unknown","اوراق با درآمد ثابت","خاص","مجاز","-82"
"1232","تملی612","unknown","تسهیلات مسکن بانک ملی-اسفند96","unknown","تسهیلات مسکن","خاص","مجاز","-83"
"1233","تابا","unknown","تابان نیرو سپاهان","unknown","تابلو پایه زرد","خاص","مجاز","-84"
"1237","اشاد62","unknown","مشارکت دولتی6-شرایط خاص981201","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-85"
"1238","اشاد9","unknown","مشارکت دولتی9-شرایط خاص990909","unknown","اوراق با درآمد ثابت","خاص","مجاز","-86"
"1239","اشاد92","unknown","مشارکت دولتی9-شرایط خاص990909","unknown","اوراق با درآمد ثابت","خاص","مجاز","-87"
"1240","ثنورح","unknown","ح . سرمایه گذاری کوه نور","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-88"
"1243","وزمین","unknown","بانک ایران زمین","unknown","تابلو پایه نارنجی","خاص","مجاز","-89"
"1244","شاوان4","unknown","پالایش نفت لاوان","unknown","بازار دوم","خاص","ممنوع-متوقف","-90"
"1246","شستا991","unknown","اجاره تامین اجتماعی-امین991226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-91"
"1247","شستا992","unknown","اجاره تامین اجتماعی-سپهر991226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-92"
"1248","شستا993","unknown","اجاره ت.اجتماعی-کاردان991226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-93"
"1249","شستا994","unknown","اجاره تامین اجتماعی-نوین991226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-94"
"1250","افاد2","unknown","منفعت دولتی2-شرایط خاص14000626","unknown","اوراق با درآمد ثابت","خاص","مجاز","-95"
"1251","اشاد2","unknown","مشارکت دولتی2-شرایط خاص001227","unknown","اوراق با درآمد ثابت","خاص","مجاز","-96"
"1252","اعتماد","unknown","صندوق س.اعتماد آفرین پارسیان-د","unknown","ETF","عام1","مجاز","-97"
"1253","اعتماد2","unknown","صندوق س.اعتماد آفرین پارسیان-د","unknown","ETF","خاص","مجاز","-98"
"1254","اعتماد4","unknown","صندوق س.اعتماد آفرین پارسیان-د","unknown","ETF","خاص","ممنوع-متوقف","-99"
"1255","خفولا","unknown","خدمات فنی فولاد یزد","unknown","تابلو پایه زرد","خاص","مجاز","-100"
"1256","تملی701","unknown","تسهیلات مسکن ب. ملی-فروردین97","unknown","تسهیلات مسکن","خاص","مجاز","-101"
"1257","رایان","unknown","مشارکت رایان سایپا 3 ماهه 22%","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-102"
"1258","کمینا","unknown","شیشه سازی مینا","unknown","تابلو پایه زرد","خاص","مجاز","-103"
"1261","تملی702","unknown","تسهیلات مسکن ب. ملی-اردیبهشت97","unknown","تسهیلات مسکن","خاص","مجاز","-104"
"1263","شساخت","unknown","مهندسی و ساختمان صنایع نفت","unknown","تابلو پایه زرد","خاص","مجاز","-105"
"1264","تبریز97","unknown","مشارکت قطار شهری تبریز971218","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-106"
"1265","صبا1401","unknown","اجاره مهندسی صبا نفت14010225","unknown","اوراق با درآمد ثابت","خاص","مجاز","-107"
"1269","اخزا623","unknown","اسنادخزانه-م23بودجه96-990528","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-108"
"1270","اخزا624","unknown","اسنادخزانه-م24بودجه96-990625","unknown","اوراق با درآمد ثابت","خاص","مجاز","-109"
"1272","وثنو","unknown","سرمایه‌گذاری ساختمانی نوین","unknown","تابلو پایه زرد","خاص","مجاز","-110"
"1273","تملی703","unknown","تسهیلات مسکن ب. ملی-خرداد97","unknown","تسهیلات مسکن","خاص","مجاز","-111"
"1275","وسالت","unknown","بانک قرض الحسنه رسالت","unknown","تابلو پایه نارنجی","خاص","مجاز","-112"
"1276","صایند","unknown","صندوق س. گنجینه آینده روشن-د","unknown","ETF","خاص","مجاز","-113"
"1278","خفناور","unknown","مهندسی صنعتی روان فن آور","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-114"
"1279","غپونه","unknown","نوش پونه مشهد","unknown","تابلو پایه زرد","خاص","مجاز","-115"
"1282","کورش99","unknown","مرابحه صنعت غذایی کورش990411","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-116"
"1283","تپولا","unknown","مهندسی مرآت پولاد","unknown","تابلو پایه زرد","خاص","مجاز","-117"
"1284","خکرمان","unknown","گروه اقتصادی کرمان خودرو","unknown","تابلو پایه زرد","خاص","مجاز","-118"
"1285","قاروم","unknown","قند ارومیه","unknown","تابلو پایه زرد","خاص","مجاز","-119"
"1286","تسه9704","unknown","امتیاز تسهیلات مسکن تیر97","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-120"
"1287","سخند","unknown","صندوق س.سپهرخبرگان نفت-د","unknown","ETF","خاص","مجاز","-121"
"1288","ثغربح","unknown","ح.شرکت سرمایه گذاری مسکن شمالغ","unknown","بازار اول","خاص","ممنوع-متوقف","-122"
"1289","تملی704","unknown","تسهیلات مسکن ب. ملی-تیر97","unknown","تسهیلات مسکن","خاص","مجاز","-123"
"1290","صخابر","unknown","اوراق اجاره شرکت مخابرات ایران","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-124"
"1291","گپارس","unknown","امور رفاهی کارگزاران پارس","unknown","تابلو پایه زرد","خاص","مجاز","-125"
"1292","ریل1401","unknown","اجاره ریل کوثر14010509","unknown","اوراق با درآمد ثابت","خاص","مجاز","-126"
"1293","اوصتا","unknown","صندوق اندیشه ورزان صباتامین -د","unknown","ETF","خاص","مجاز","-127"
"1294","البرز02","unknown","اجاره ریلی البرزنیرو14020514","unknown","اوراق با درآمد ثابت","خاص","مجاز","-128"
"1298","تشتادح","unknown","ح.صنایع تولیدی اشتاد ایران","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-129"
"1299","ثروتم","unknown","صندوق س. ثروت آفرین پارسیان-م","unknown","ETF","خاص","مجاز","-130"
"1300","تملی705","unknown","تسهیلات مسکن ب. ملی-مرداد97","unknown","تسهیلات مسکن","خاص","مجاز","-131"
"1301","شستا001","unknown","اجاره تامین اجتماعی-امین000523","unknown","اوراق با درآمد ثابت","خاص","مجاز","-132"
"1302","شستا002","unknown","اجاره تامین اجتماعی-تمدن000523","unknown","اوراق با درآمد ثابت","خاص","مجاز","-133"
"1303","شستا003","unknown","اجاره تامین اجتماعی-سپهر000523","unknown","اوراق با درآمد ثابت","خاص","مجاز","-134"
"1304","شستا004","unknown","اجاره تامین اجتماعی-نوین000523","unknown","اوراق با درآمد ثابت","خاص","مجاز","-135"
"1307","اخزا703","unknown","اسنادخزانه-م3بودجه97-990721","unknown","اوراق با درآمد ثابت","خاص","مجاز","-136"
"1309","اخزا704","unknown","اسنادخزانه-م4بودجه97-991022","unknown","اوراق با درآمد ثابت","خاص","مجاز","-137"
"1311","اخزا706","unknown","اسنادخزانه-م6بودجه97-990423","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-138"
"1313","اخزا707","unknown","اسنادخزانه-م7بودجه97-980627","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-139"
"1317","اخزا710","unknown","اسنادخزانه-م10بودجه97-980327","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-140"
"1319","وآرینح","unknown","ح. شرکت توسعه اقتصادی آرین","unknown","تابلو پایه زرد","خاص","مجاز","-141"
"1321","تسه9706","unknown","امتیاز تسهیلات مسکن شهریور97","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-142"
"1322","تملی706","unknown","تسهیلات مسکن ب. ملی-شهریور97","unknown","تسهیلات مسکن","خاص","مجاز","-143"
"1323","قرن99","unknown","مرابحه پدیده شیمی قرن990701","unknown","اوراق با درآمد ثابت","خاص","مجاز","-144"
"1325","حکمت01","unknown","مشارکت حکمت ایرانیان 140107","unknown","اوراق با درآمد ثابت","خاص","مجاز","-145"
"1326","مبین011","unknown","اجاره اعتماد مبین لوتوس010710","unknown","اوراق با درآمد ثابت","خاص","مجاز","-146"
"1327","مبین012","unknown","اجاره اعتماد مبین تمدن010710","unknown","اوراق با درآمد ثابت","خاص","مجاز","-147"
"1328","مبین013","unknown","اجاره اعتماد مبین نوین010710","unknown","اوراق با درآمد ثابت","خاص","مجاز","-148"
"1331","وشهر","unknown","بانک شهر","unknown","تابلو پایه نارنجی","خاص","مجاز","-149"
"1332","وایرا","unknown","سرمایه‌گذاری صنایع ایران","unknown","تابلو پایه زرد","خاص","مجاز","-150"
"1333","وآفری","unknown","بیمه کارآفرین","unknown","تابلو پایه زرد","خاص","مجاز","-151"
"1334","سمایه","unknown","بانک سرمایه","unknown","تابلو پایه زرد","خاص","مجاز","-152"
"1336","تملی707","unknown","تسهیلات مسکن ب. ملی-مهر97","unknown","تسهیلات مسکن","خاص","مجاز","-153"
"1337","تسه9707","unknown","امتیاز تسهیلات مسکن مهر97","unknown","تسهیلات مسکن","خاص","مجاز","-154"
"1338","کرج97","unknown","شهرداری کرج 1394","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-155"
"1341","تملی708","unknown","تسهیلات مسکن ب. ملی-آبان97","unknown","تسهیلات مسکن","خاص","مجاز","-156"
"1342","وآرین","unknown","شرکت توسعه اقتصادی آرین","unknown","تابلو پایه زرد","خاص","مجاز","-157"
"1343","تسه9708","unknown","امتیاز تسهیلات مسکن آبان97","unknown","تسهیلات مسکن","خاص","مجاز","-158"
"1345","تملی709","unknown","تسهیلات مسکن ب. ملی-آذر97","unknown","تسهیلات مسکن","خاص","مجاز","-159"
"1347","تسه9709","unknown","امتیاز تسهیلات مسکن آذر97","unknown","تسهیلات مسکن","خاص","مجاز","-160"
"1351","ثنام","unknown","س ساختمانی ب نام آوران مهندسی","unknown","تابلو پایه زرد","خاص","مجاز","-161"
"1352","فنفت","unknown","صنایع تجهیزات نفت","unknown","تابلو پایه زرد","خاص","مجاز","-162"
"1353","آگاس","unknown","صندوق س.هستی بخش آگاه-س","unknown","ETF","خاص","ممنوع-متوقف","-163"
"1354","آگاس2","unknown","صندوق س.هستی بخش آگاه-س","unknown","ETF","خاص","ممنوع-متوقف","-164"
"1355","اخزا713","unknown","اسنادخزانه-م13بودجه97-000518","unknown","اوراق با درآمد ثابت","خاص","مجاز","-165"
"1356","مبین014","unknown","اجاره اعتماد مبین لوتوس011019","unknown","اوراق با درآمد ثابت","خاص","مجاز","-166"
"1357","مبین015","unknown","اجاره اعتماد مبین تمدن011019","unknown","اوراق با درآمد ثابت","خاص","مجاز","-167"
"1358","مبین016","unknown","اجاره اعتماد مبین امید011019","unknown","اوراق با درآمد ثابت","خاص","مجاز","-168"
"1359","تسه9710","unknown","امتیاز تسهیلات مسکن دی 97","unknown","تسهیلات مسکن","خاص","مجاز","-169"
"1361","آسامید","unknown","صندوق س.مشترک آسمان امید -د","unknown","ETF","خاص","مجاز","-170"
"1362","تملی710","unknown","تسهیلات مسکن ب. ملی-دی97","unknown","تسهیلات مسکن","خاص","مجاز","-171"
"1365","اروند01","unknown","منفعت صبا اروند امید14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-172"
"1366","اروند02","unknown","منفعت صبا اروند امین14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-173"
"1367","اروند03","unknown","منفعت صبا اروند تمدن14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-174"
"1368","ومشان","unknown","س. فنی و مهندسی مشانیر","unknown","تابلو پایه زرد","خاص","مجاز","-175"
"1369","اروند04","unknown","منفعت صبا اروند کاردان14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-176"
"1370","سمگاح","unknown","ح. سرمایه‌گذاری میراث فرهنگی","unknown","بازار اول","خاص","ممنوع-متوقف","-177"
"1371","ثنور","unknown","سرمایه‌گذاری کوه نور","unknown","تابلو پایه زرد","خاص","مجاز","-178"
"1372","اروند05","unknown","منفعت صبا اروند لوتوس 14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-179"
"1373","ثقزوی","unknown","شرکت عمران و سازندگی قزوین","unknown","تابلو پایه زرد","خاص","مجاز","-180"
"1374","اروند06","unknown","منفعت صبا اروند ملت 14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-181"
"1375","اروند07","unknown","منفعت صبا اروند نوین 14001113","unknown","اوراق با درآمد ثابت","خاص","مجاز","-182"
"1376","ماهان01","unknown","منفعت هواپیمایی ماهان 14011123","unknown","اوراق با درآمد ثابت","خاص","مجاز","-183"
"1377","تملی711","unknown","تسهیلات مسکن ب. ملی-بهمن97","unknown","تسهیلات مسکن","خاص","مجاز","-184"
"1378","تسه9711","unknown","امتیاز تسهیلات مسکن بهمن 97","unknown","تسهیلات مسکن","خاص","مجاز","-185"
"1379","کرمان00","unknown","رهنی کرمان موتور14001130","unknown","اوراق با درآمد ثابت","خاص","مجاز","-186"
"1380","وگردش","unknown","بانک گردشگری","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-187"
"1381","وگردشح","unknown","ح . بانک گردشگری","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-188"
"1382","اشاد10","unknown","مشارکت دولتی10-شرایط خاص001226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-189"
"1384","اشاد102","unknown","مشارکت دولتی10-شرایط خاص001226","unknown","اوراق با درآمد ثابت","خاص","مجاز","-190"
"1386","نوریل02","unknown","اجاره ریل پرداز نوآفرین021213","unknown","اوراق با درآمد ثابت","خاص","مجاز","-191"
"1388","حریل02","unknown","اجاره ریل پردازسیر021212","unknown","اوراق با درآمد ثابت","خاص","مجاز","-192"
"1392","شستا005","unknown","اجاره تامین اجتماعی-امین001220","unknown","اوراق با درآمد ثابت","خاص","مجاز","-193"
"1393","اخزا715","unknown","اسنادخزانه-م15بودجه97-990224","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-194"
"1394","ثتوسا","unknown","س.توسعه و عمران استان اردبیل","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-195"
"1395","اخزا716","unknown","اسنادخزانه-م16بودجه97-000407","unknown","اوراق با درآمد ثابت","خاص","مجاز","-196"
"1397","وهنر","unknown","گروه توسعه هنر ایران","unknown","تابلو پایه زرد","خاص","مجاز","-197"
"1399","اروند08","unknown","منفعت صبا اروند ملت 14001222","unknown","اوراق با درآمد ثابت","خاص","مجاز","-198"
"1400","اروند09","unknown","منفعت صبا اروند نوین 14001222","unknown","اوراق با درآمد ثابت","خاص","مجاز","-199"
"1403","اروند10","unknown","منفعت صبا اروند لوتوس 14001222","unknown","اوراق با درآمد ثابت","خاص","مجاز","-200"
"1405","اروند11","unknown","منفعت صبا اروند سپهر 14001222","unknown","اوراق با درآمد ثابت","خاص","مجاز","-201"
"1407","تسه9712","unknown","امتیاز تسهیلات مسکن اسفند97","unknown","تسهیلات مسکن","خاص","مجاز","-202"
"1409","تملی712","unknown","تسهیلات مسکن ب. ملی-اسفند97","unknown","تسهیلات مسکن","خاص","مجاز","-203"
"1410","غبهار","unknown","کشت وصنعت بهاران گلبهار خراسان","unknown","تابلو پایه زرد","خاص","مجاز","-204"
"1411","تملی801","unknown","تسهیلات مسکن ب. ملی-فروردین98","unknown","تسهیلات مسکن","خاص","مجاز","-205"
"1413","تسه9801","unknown","امتیاز تسهیلات مسکن فروردین98","unknown","تسهیلات مسکن","خاص","مجاز","-206"
"1414","صدانا98","unknown","اجاره دانا پتروریگ کیش 1394","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-207"
"1415","ولشرقح","unknown","ح . لیزینگ ایران و شرق","unknown","بازار دوم","خاص","ممنوع-متوقف","-208"
"1420","تملی802","unknown","تسهیلات مسکن ب. ملی-اردیبهشت98","unknown","تسهیلات مسکن","خاص","مجاز","-209"
"1421","تسه9802","unknown","امتیاز تسهیلات مسکن اردیبهشت98","unknown","تسهیلات مسکن","خاص","مجاز","-210"
"1422","اخزا718","unknown","اسنادخزانه-م18بودجه97-000525","unknown","اوراق با درآمد ثابت","خاص","مجاز","-211"
"1423","اخزا720","unknown","اسنادخزانه-م20بودجه97-000324","unknown","اوراق با درآمد ثابت","خاص","مجاز","-212"
"1424","اخزا721","unknown","اسنادخزانه-م21بودجه97-000728","unknown","اوراق با درآمد ثابت","خاص","مجاز","-213"
"1425","آکورد","unknown","صندوق س. آرمان آتی کوثر-د","unknown","ETF","خاص","مجاز","-214"
"1426","آکورد2","unknown","صندوق س. آرمان آتی کوثر-د","unknown","ETF","خاص","مجاز","-215"
"1427","اخزا722","unknown","اسنادخزانه-م22بودجه97-000428","unknown","اوراق با درآمد ثابت","خاص","مجاز","-216"
"1428","اخزا723","unknown","اسنادخزانه-م23بودجه97-000824","unknown","اوراق با درآمد ثابت","خاص","مجاز","-217"
"1431","تملی803","unknown","تسهیلات مسکن ب. ملی-خرداد98","unknown","تسهیلات مسکن","خاص","مجاز","-218"
"1432","تسه9803","unknown","امتیاز تسهیلات مسکن خرداد98","unknown","تسهیلات مسکن","خاص","مجاز","-219"
"1434","خبازرس","unknown","بازرسی مهندسی و صنعتی ایران","unknown","تابلو پایه نارنجی","خاص","ممنوع-متوقف","-220"
"1440","ساروج","unknown","بین‌المللی ساروج بوشهر","unknown","تابلو پایه زرد","خاص","مجاز","-221"
"1443","تسه9804","unknown","امتیاز تسهیلات مسکن تیر98","unknown","تسهیلات مسکن","خاص","مجاز","-222"
"1444","تملی804","unknown","تسهیلات مسکن ب. ملی-تیر98","unknown","تسهیلات مسکن","خاص","ممنوع-متوقف","-223"
"1445","کاسپینح","unknown","ح .داروسازی کاسپین تامین","unknown","بازار اول","خاص","مجاز","-224"
"1448","وجامی","unknown","سرمایه‌گذاری جامی","unknown","تابلو پایه زرد","خاص","مجاز","-225"
"1450","ولرازح","unknown","ح . لیزینگ رازی","unknown","تابلو پایه زرد","خاص","ممنوع-متوقف","-226"
"1451","ولانا","unknown","شرکت لیزینگ آریا دانا","unknown","تابلو پایه زرد","خاص","مجاز","-227"
"1453","اخزا811","unknown","اسنادخزانه-م11بودجه98-001013","unknown","اوراق با درآمد ثابت","خاص","مجاز","-228"
"1454","میدکوح","unknown","ح.هلدینگ صنایع معدن خاورمیانه","unknown","بازار اول","خاص","ممنوع-متوقف","-229"
"1455","آسام","unknown","صندوق س.آرمان سپهر آشنا-م","unknown","ETF","خاص","مجاز","-230"
"1456","اخزا814","unknown","اسنادخزانه-م14بودجه98-010318","unknown","اوراق با درآمد ثابت","خاص","مجاز","-231"
"1459","آبین","unknown","کشت و صنعت آبشیرین","unknown","تابلو پایه زرد","خاص","مجاز","-232"
"1460","اخزا801","unknown","اسنادخزانه-م1بودجه98-990423","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-233"
"1461","اخزا802","unknown","اسنادخزانه-م2بودجه98-990430","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-234"
"1462","سباقر","unknown","سیمان باقران","unknown","تابلو پایه زرد","خاص","مجاز","-235"
"1463","اخزا804","unknown","اسنادخزانه-م4بودجه98-000421","unknown","اوراق با درآمد ثابت","خاص","مجاز","-236"
"1464","سمتاز","unknown","سیمان ممتازان کرمان","unknown","تابلو پایه زرد","خاص","مجاز","-237"
"1466","اخزا805","unknown","اسنادخزانه-م5بودجه98-000422","unknown","اوراق با درآمد ثابت","خاص","مجاز","-238"
"1469","اخزا806","unknown","اسنادخزانه-م6بودجه98-000519","unknown","اوراق با درآمد ثابت","خاص","مجاز","-239"
"1471","اجاد1","unknown","اجاره دولت مرحله یک1394-981226","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-240"
"1472","اخزا807","unknown","اسنادخزانه-م7بودجه98-000719","unknown","اوراق با درآمد ثابت","خاص","مجاز","-241"
"1473","اخزا808","unknown","اسنادخزانه-م8بودجه98-000817","unknown","اوراق با درآمد ثابت","خاص","مجاز","-242"
"1474","دتهران‌","unknown","داروسازی تهران دارو","unknown","تابلو پایه نارنجی","خاص","مجاز","-243"
"1476","اخزا809","unknown","اسنادخزانه-م9بودجه98-000923","unknown","اوراق با درآمد ثابت","خاص","مجاز","-244"
"1478","اخزا810","unknown","اسنادخزانه-م10بودجه98-001006","unknown","اوراق با درآمد ثابت","خاص","مجاز","-245"
"1479","اخزا812","unknown","اسنادخزانه-م12بودجه98-001111","unknown","اوراق با درآمد ثابت","خاص","مجاز","-246"
"1482","اخزا813","unknown","اسنادخزانه-م13بودجه98-010219","unknown","اوراق با درآمد ثابت","خاص","مجاز","-247"
"1484","اخزا815","unknown","اسنادخزانه-م15بودجه98-010406","unknown","اوراق با درآمد ثابت","خاص","مجاز","-248"
"1485","دارا","unknown","صندوق س. دارا الگوریتم-د","unknown","ETF","خاص","مجاز","-249"
"1486","تملی805","unknown","تسهیلات مسکن ب. ملی-مرداد98","unknown","تسهیلات مسکن","خاص","مجاز","-250"
"1487","فن آوا","unknown","گروه فن آوا","unknown","تابلو پایه نارنجی","خاص","مجاز","-251"
"1488","تسه9805","unknown","امتیاز تسهیلات مسکن مرداد98","unknown","تسهیلات مسکن","خاص","مجاز-محفوظ","-252"
"1489","صشرق99","unknown","مرابحه سیمان شرق 990109","unknown","اوراق با درآمد ثابت","خاص","ممنوع-متوقف","-253"
"1490","شلرد02","unknown","کود شیمیایی اوره لردگان","unknown","اوراق با درآمد ثابت","خاص","مجاز","-254"
"1493","کاریس","unknown","صندوق س.سپهر کاریزما-س","unknown","ETF","خاص","مجاز","-255"
"1494","شکبیر","unknown","پتروشیمی امیرکبیر","unknown","تابلو پایه زرد","خاص","مجاز","-256"
